book,chapter,verse,text
Mark,4,4,"And it came to pass, as he sowed, some fell by the way side, and the fowls of the air came and devoured it up."
Mark,4,5,"And some fell on stony ground, where it had not much earth; and immediately it sprang up, because it had no depth of earth:"
Mark,4,6,"But when the sun was up, it was scorched; and because it had no root, it withered away."
Mark,4,7,"And some fell among thorns, and the thorns grew up, and choked it, and it yielded no fruit."
Mark,4,8,"And other fell on good ground, and did yield fruit that sprang up and increased; and brought forth, some thirty, and some sixty, and some an hundred."
Mark,4,9,"He that hath ears to hear, let him hear."
Mark,4,11,"Unto you it is given to know the mystery of the kingdom of God: but unto them that are without, all these things are done in parables:"
Mark,4,12,"That seeing they may see, and not perceive; and hearing they may hear, and not understand; lest at any time they should be converted, and their sins should be forgiven them."
Mark,4,13,"Know ye not this parable? and how then will ye know all parables?"
Mark,4,14,The sower soweth the word.
Mark,4,15,"And these are they by the way side, where the word is sown; but when they have heard, Satan cometh immediately, and taketh away the word that was sown in their hearts."
Mark,4,16,"And these are they likewise which are sown on stony ground; who, when they have heard the word, immediately receive it with gladness;"
Mark,4,17,"And have no root in themselves, and so endure but for a time: afterward, when affliction or persecution ariseth for the word's sake, immediately they are offended."
Mark,4,18,"And these are they which are sown among thorns; such as hear the word,"
Mark,4,19,"And the cares of this world, and the deceitfulness of riches, and the lusts of other things entering in, choke the word, and it becometh unfruitful."
Mark,4,20,"And these are they which are sown on good ground; such as hear the word, and receive it, and bring forth fruit, some thirtyfold, some sixty, and some an hundred."
Mark,4,21,"Is a candle brought to be put under a bushel, or under a bed? and not to be set on a candlestick?"
Mark,4,22,"For there is nothing hid, which shall not be manifested; neither was any thing kept secret, but that it should come abroad."
Mark,4,23,"If any man have ears to hear, let him hear."
Mark,4,24,"And he said unto them, Take heed what ye hear: with what measure ye mete, it shall be measured to you: and unto you that hear shall more be given."
Mark,4,25,"For he that hath, to him shall be given: and he that hath not, from him shall be taken even that which he hath."
Mark,4,26,"So is the kingdom of God, as if a man should cast seed into the ground;"
Mark,4,27,"And should sleep, and rise night and day, and the seed should spring and grow up, he knoweth not how."
Mark,4,28,"For the earth bringeth forth fruit of herself; first the blade, then the ear, after that the full corn in the ear."
Mark,4,29,"But when the fruit is brought forth, immediately he putteth in the sickle, because the harvest is come."
Mark,4,30,"Whereunto shall we liken the kingdom of God? or with what comparison shall we compare it?"
Mark,4,31,"It is like a grain of mustard seed, which, when it is sown in the earth, is less than all the seeds that be in the earth:"
Mark,4,32,"But when it is sown, it groweth up, and becometh greater than all herbs, and shooteth out great branches; so that the fowls of the air may lodge under the shadow of it."
Mark,4,35,"Let us pass over unto the other side."
Mark,4,39,"Peace, be still."
Mark,4,40,"Why are ye so fearful? how is it that ye have no faith?"
Mark,5,8,"Come out of the man, thou unclean spirit."
Mark,5,9,"What is thy name?"
Mark,5,19,"Go home to thy friends, and tell them how great things the Lord hath done for thee, and hath had compassion on thee."
Mark,5,30,"Who touched my clothes?"
Mark,5,34,"Daughter, thy faith hath made thee whole; go in peace, and be whole of thy plague."
Mark,5,36,"Be not afraid, only believe."
Mark,5,39,"Why make ye this ado, and weep? the damsel is not dead, but sleepeth."
Mark,5,41,"Damsel, I say unto thee, arise."
Mark,6,4,"A prophet is not without honour, but in his own country, and among his own kin, and in his own house."
Mark,6,10,"In what place soever ye enter into an house, there abide till ye depart from that place."
Mark,6,11,"And whosoever shall not receive you, nor hear you, when ye depart thence, shake off the dust under your feet for a testimony against them. Verily I say unto you, It shall be more tolerable for Sodom and Gomorrha in the day of judgment, than for that city."
Mark,6,31,"Come ye yourselves apart into a desert place, and rest a while."
Mark,6,37,"Give ye them to eat."
Mark,6,38,"How many loaves have ye? go and see."
Mark,6,50,"Be of good cheer: it is I; be not afraid."
Mark,7,6,"Well hath Esaias prophesied of you hypocrites, as it is written, This people honoureth me with their lips, but their heart is far from me."
Mark,7,7,"Howbeit in vain do they worship me, teaching for doctrines the commandments of men."
Mark,7,8,"For laying aside the commandment of God, ye hold the tradition of men, as the washing of pots and cups: and many other such like things ye do."
Mark,7,9,"And he said unto them, Full well ye reject the commandment of God, that ye may keep your own tradition."
Mark,7,10,"For Moses said, Honour thy father and thy mother; and, Whoso curseth father or mother, let him die the death:"
Mark,7,11,"But ye say, If a man shall say to his father or mother, It is Corban, that is to say, a gift, by whatsoever thou mightest be profited by me; he shall be free."
Mark,7,12,And ye suffer him no more to do ought for his father or his mother;
Mark,7,13,"Making the word of God of none effect through your tradition, which ye have delivered: and many such like things do ye."
Mark,7,14,"Hearken unto me every one of you, and understand:"
Mark,7,15,"There is nothing from without a man, that entering into him can defile him: but the things which come out of him, those are they that defile the man."
Mark,7,16,"If any man have ears to hear, let him hear."
Mark,7,18,"Are ye so without understanding also? Do ye not perceive, that whatsoever thing from without entereth into the man, it cannot defile him;"
Mark,7,19,"Because it entereth not into his heart, but into the belly, and goeth out into the draught, purging all meats?"
Mark,7,20,"That which cometh out of the man, that defileth the man."
Mark,7,21,"For from within, out of the heart of men, proceed evil thoughts, adulteries, fornications, murders,"
Mark,7,22,"Thefts, covetousness, wickedness, deceit, lasciviousness, an evil eye, blasphemy, pride, foolishness:"
Mark,7,23,"All these evil things come from within, and defile the man."
Mark,7,27,"Let the children first be filled: for it is not meet to take the children's bread, and to cast it unto the dogs."
Mark,7,29,"For this saying go thy way; the devil is gone out of thy daughter."
Mark,7,34,"Be opened."
Mark,8,2,"I have compassion on the multitude, because they have now been with me three days, and have nothing to eat:"
Mark,8,3,"And if I send them away fasting to their own houses, they will faint by the way: for divers of them came from far."
Mark,8,5,"How many loaves have ye?"
Mark,8,12,"Why doth this generation seek after a sign? verily I say unto you, There shall no sign be given unto this generation."
Mark,8,15,"Take heed, beware of the leaven of the Pharisees, and of the leaven of Herod."
Mark,8,17,"Why reason ye, because ye have no bread? perceive ye not yet, neither understand? have ye your heart yet hardened?"
Mark,8,18,"Having eyes, see ye not? and having ears, hear ye not? and do ye not remember?"
Mark,8,19,"When I brake the five loaves among five thousand, how many baskets full of fragments took ye up?"
Mark,8,20,"And when the seven among four thousand, how many baskets full of fragments took ye up?"
Mark,8,21,"How is it that ye do not understand?"
Mark,8,26,"Neither go into the town, nor tell it to any in the town."
Mark,8,27,"Whom do men say that I am?"
Mark,8,29,"But whom say ye that I am?"
Mark,8,33,"Get thee behind me, Satan: for thou savourest not the things that be of God, but the things that be of men."
Mark,8,34,"Whosoever will come after me, let him deny himself, and take up his cross, and follow me."
Mark,8,35,"For whosoever will save his life shall lose it; but whosoever shall lose his life for my sake and the gospel's, the same shall save it."
Mark,8,36,"For what shall it profit a man, if he shall gain the whole world, and lose his own soul?"
Mark,8,37,Or what shall a man give in exchange for his soul?
Mark,8,38,"Whosoever therefore shall be ashamed of me and of my words in this adulterous and sinful generation; of him also shall the Son of man be ashamed, when he cometh in the glory of his Father with the holy angels."
Mark,9,1,"Verily I say unto you, That there be some of them that stand here, which shall not taste of death, till they have seen the kingdom of God come with power."
Mark,9,12,"Elias verily cometh first, and restoreth all things; and how it is written of the Son of man, that he must suffer many things, and be set at nought."
Mark,9,13,"But I say unto you, That Elias is indeed come, and they have done unto him whatsoever they listed, as it is written of him."
Mark,9,16,"What question ye with them?"
Mark,9,19,"O faithless generation, how long shall I be with you? how long shall I suffer you? bring him unto me."
Mark,9,21,"How long is it ago since this came unto him?"
Mark,9,23,"If thou canst believe, all things are possible to him that believeth."
Mark,9,25,"Thou dumb and deaf spirit, I charge thee, come out of him, and enter no more into him."
Mark,9,29,"This kind can come forth by nothing, but by prayer and fasting."
Mark,9,31,"The Son of man is delivered into the hands of men, and they shall kill him; and after that he is killed, he shall rise the third day."
Mark,9,33,"What was it that ye disputed among yourselves by the way?"
Mark,9,35,"If any man desire to be first, the same shall be last of all, and servant of all."
Mark,9,37,"Whosoever shall receive one of such children in my name, receiveth me: and whosoever shall receive me, receiveth not me, but him that sent me."
Mark,9,39,"Forbid him not: for there is no man which shall do a miracle in my name, that can lightly speak evil of me."
Mark,9,40,For he that is not against us is on our part.
Mark,9,41,"For whosoever shall give you a cup of water to drink in my name, because ye belong to Christ, verily I say unto you, he shall not lose his reward."
Mark,9,42,"And whosoever shall offend one of these little ones that believe in me, it is better for him that a millstone were hanged about his neck, and he were cast into the sea."
Mark,9,43,"And if thy hand offend thee, cut it off: it is better for thee to enter into life maimed, than having two hands to go into hell, into the fire that never shall be quenched:"
Mark,9,44,"Where their worm dieth not, and the fire is not quenched."
Mark,9,45,"And if thy foot offend thee, cut it off: it is better for thee to enter halt into life, than having two feet to be cast into hell, into the fire that never shall be quenched:"
Mark,9,46,"Where their worm dieth not, and the fire is not quenched."
Mark,9,47,"And if thine eye offend thee, pluck it out: it is better for thee to enter into the kingdom of God with one eye, than having two eyes to be cast into hell fire:"
Mark,9,48,"Where their worm dieth not, and the fire is not quenched."
Mark,9,49,"For every one shall be salted with fire, and every sacrifice shall be salted with salt."
Mark,9,50,"Salt is good: but if the salt have lost his saltness, wherewith will ye season it? Have salt in yourselves, and have peace one with another."
Mark,10,3,"What did Moses command you?"
Mark,10,5,"For the hardness of your heart he wrote you this precept."
Mark,10,6,But from the beginning of the creation God made them male and female.
Mark,10,7,"For this cause shall a man leave his father and mother, and cleave to his wife;"
Mark,10,8,"And they twain shall be one flesh: so then they are no more twain, but one flesh."
Mark,10,9,"What therefore God hath joined together, let not man put asunder."
Mark,10,11,"Whosoever shall put away his wife, and marry another, committeth adultery against her."
Mark,10,12,"And if a woman shall put away her husband, and be married to another, she committeth adultery."
Mark,10,14,"Suffer the little children to come unto me, and forbid them not: for of such is the kingdom of God."
Mark,10,15,"Verily I say unto you, Whosoever shall not receive the kingdom of God as a little child, he shall not enter therein."
Mark,10,18,"Why callest thou me good? there is none good but one, that is, God."
Mark,10,19,"Thou knowest the commandments, Do not commit adultery, Do not kill, Do not steal, Do not bear false witness, Defraud not, Honour thy father and mother."
Mark,10,21,"One thing thou lackest: go thy way, sell whatsoever thou hast, and give to the poor, and thou shalt have treasure in heaven: and come, take up the cross, and follow me."
Mark,10,23,"How hardly shall they that have riches enter into the kingdom of God!"
Mark,10,24,"Children, how hard is it for them that trust in riches to enter into the kingdom of God!"
Mark,10,25,"It is easier for a camel to go through the eye of a needle, than for a rich man to enter into the kingdom of God."
Mark,10,27,"With men it is impossible, but not with God: for with God all things are possible."
Mark,10,29,"Verily I say unto you, There is no man that hath left house, or brethren, or sisters, or father, or mother, or wife, or children, or lands, for my sake, and the gospel's,"
Mark,10,30,"But he shall receive an hundredfold now in this time, houses, and brethren, and sisters, and mothers, and children, and lands, with persecutions; and in the world to come eternal life."
Mark,10,31,But many that are first shall be last; and the last first.
Mark,10,33,"Behold, we go up to Jerusalem; and the Son of man shall be delivered unto the chief priests, and unto the scribes; and they shall condemn him to death, and shall deliver him to the Gentiles:"
Mark,10,34,"And they shall mock him, and shall scourge him, and shall spit upon him, and shall kill him: and the third day he shall rise again."
Mark,10,36,"What would ye that I should do for you?"
Mark,10,38,"But Jesus said unto them, Ye know not what ye ask: can ye drink of the cup that I drink of? and be baptized with the baptism that I am baptized with?"
Mark,10,39,"Ye shall indeed drink of the cup that I drink of; and with the baptism that I am baptized withal shall ye be baptized:"
Mark,10,40,But to sit on my right hand and on my left hand is not mine to give; but it shall be given to them for whom it is prepared.
Mark,10,42,"Ye know that they which are accounted to rule over the Gentiles exercise lordship over them; and their great ones exercise authority upon them."
Mark,10,43,"But so shall it not be among you: but whosoever will be great among you, shall be your minister:"
Mark,10,44,"And whosoever of you will be the chiefest, shall be servant of all."
Mark,10,45,"For even the Son of man came not to be ministered unto, but to minister, and to give his life a ransom for many."
Mark,10,51,"What wilt thou that I should do unto thee?"
Mark,10,52,"Go thy way; thy faith hath made thee whole."
Mark,11,2,"Go your way into the village over against you: and as soon as ye be entered into it, ye shall find a colt tied, whereon never man sat; loose him, and bring him."
Mark,11,3,"And if any man say unto you, Why do ye this? say ye that the Lord hath need of him; and straightway he will send him hither."
Mark,11,14,"No man eat fruit of thee hereafter for ever."
Mark,11,17,"Is it not written, My house shall be called of all nations the house of prayer? but ye have made it a den of thieves."
Mark,11,22,"Have faith in God."
Mark,11,23,"For verily I say unto you, That whosoever shall say unto this mountain, Be thou removed, and be thou cast into the sea; and shall not doubt in his heart, but shall believe that those things which he saith shall come to pass; he shall have whatsoever he saith."
Mark,11,24,"Therefore I say unto you, What things soever ye desire, when ye pray, believe that ye receive them, and ye shall have them."
Mark,11,25,"And when ye stand praying, forgive, if ye have ought against any: that your Father also which is in heaven may forgive you your trespasses."
Mark,11,26,"But if ye do not forgive, neither will your Father which is in heaven forgive your trespasses."
Mark,11,29,"I will also ask of you one question, and answer me, and I will tell you by what authority I do these things."
Mark,11,30,"The baptism of John, was it from heaven, or of men? answer me."
Mark,11,33,"Neither do I tell you by what authority I do these things."
Mark,12,1,"A certain man planted a vineyard, and set an hedge about it, and digged a place for the winefat, and built a tower, and let it out to husbandmen, and went into a far country."
Mark,12,2,"And at the season he sent to the husbandmen a servant, that he might receive from the husbandmen of the fruit of the vineyard."
Mark,12,3,"And they caught him, and beat him, and sent him away empty."
Mark,12,4,"And again he sent unto them another servant; and at him they cast stones, and wounded him in the head, and sent him away shamefully handled."
Mark,12,5,"And again he sent another; and him they killed, and many others; beating some, and killing some."
Mark,12,6,"Having yet therefore one son, his wellbeloved, he sent him also last unto them, saying, They will reverence my son."
Mark,12,7,"But those husbandmen said among themselves, This is the heir; come, let us kill him, and the inheritance shall be our's."
Mark,12,8,"And they took him, and killed him, and cast him out of the vineyard."
Mark,12,9,"What shall therefore the lord of the vineyard do? he will come and destroy the husbandmen, and will give the vineyard unto others."
Mark,12,10,And have ye not read this scripture; The stone which the builders rejected is become the head of the corner:
Mark,12,11,"This was the Lord's doing, and it is marvellous in our eyes?"
Mark,12,15,"Why tempt ye me? bring me a penny, that I may see it."
Mark,12,16,"Whose is this image and superscription?"
Mark,12,17,"Render to Caesar the things that are Caesar's, and to God the things that are God's."
Mark,12,24,"Do ye not therefore err, because ye know not the scriptures, neither the power of God?"
Mark,12,25,"For when they shall rise from the dead, they neither marry, nor are given in marriage; but are as the angels which are in heaven."
Mark,12,26,"And as touching the dead, that they rise: have ye not read in the book of Moses, how in the bush God spake unto him, saying, I am the God of Abraham, and the God of Isaac, and the God of Jacob?"
Mark,12,27,"He is not the God of the dead, but the God of the living: ye therefore do greatly err."
Mark,12,29,"The first of all the commandments is, Hear, O Israel; The Lord our God is one Lord:"
Mark,12,30,"And thou shalt love the Lord thy God with all thy heart, and with all thy soul, and with all thy mind, and with all thy strength: this is the first commandment."
Mark,12,31,"And the second is like, namely this, Thou shalt love thy neighbour as thyself. There is none other commandment greater than these."
Mark,12,34,"Thou art not far from the kingdom of God."
Mark,12,35,"How say the scribes that Christ is the son of David?"
Mark,12,36,"For David himself said by the Holy Ghost, The LORD said to my Lord, Sit thou on my right hand, till I make thine enemies thy footstool."
Mark,12,37,"David therefore himself calleth him Lord; and whence is he then his son?"
Mark,12,38,"Beware of the scribes, which love to go in long clothing, and love salutations in the marketplaces,"
Mark,12,39,"And the chief seats in the synagogues, and the uppermost rooms at feasts:"
Mark,12,40,"Which devour widows' houses, and for a pretence make long prayers: these shall receive greater damnation."
Mark,12,43,"Verily I say unto you, That this poor widow hath cast more in, than all they which have cast into the treasury:"
Mark,12,44,"For all they did cast in of their abundance; but she of her want did cast in all that she had, even all her living."
Mark,13,2,"Seest thou these great buildings? there shall not be left one stone upon another, that shall not be thrown down."
Mark,13,5,"Take heed lest any man deceive you:"
Mark,13,6,"For many shall come in my name, saying, I am Christ; and shall deceive many."
Mark,13,7,"And when ye shall hear of wars and rumours of wars, be ye not troubled: for such things must needs be; but the end shall not be yet."
Mark,13,8,"For nation shall rise against nation, and kingdom against kingdom: and there shall be earthquakes in divers places, and there shall be famines and troubles: these are the beginnings of sorrows."
Mark,13,9,"But take heed to yourselves: for they shall deliver you up to councils; and in the synagogues ye shall be beaten: and ye shall be brought before rulers and kings for my sake, for a testimony against them."
Mark,13,10,And the gospel must first be published among all nations.
Mark,13,11,"But when they shall lead you, and deliver you up, take no thought beforehand what ye shall speak, neither do ye premeditate: but whatsoever shall be given you in that hour, that speak ye: for it is not ye that speak, but the Holy Ghost."
Mark,13,12,"Now the brother shall betray the brother to death, and the father the son; and children shall rise up against their parents, and shall cause them to be put to death."
Mark,13,13,"And ye shall be hated of all men for my name's sake: but he that shall endure unto the end, the same shall be saved."
Mark,13,14,"But when ye shall see the abomination of desolation, spoken of by Daniel the prophet, standing where it ought not, (let him that readeth understand,) then let them that be in Judaea flee to the mountains:"
Mark,13,15,"And let him that is on the housetop not go down into the house, neither enter therein, to take any thing out of his house:"
Mark,13,16,And let him that is in the field not turn back again for to take up his garment.
Mark,13,17,"But woe to them that are with child, and to them that give suck in those days!"
Mark,13,18,And pray ye that your flight be not in the winter.
Mark,13,19,"For in those days shall be affliction, such as was not from the beginning of the creation which God created unto this time, neither shall be."
Mark,13,20,"And except that the Lord had shortened those days, no flesh should be saved: but for the elect's sake, whom he hath chosen, he hath shortened the days."
Mark,13,21,"And then if any man shall say to you, Lo, here is Christ; or, lo, he is there; believe him not:"
Mark,13,22,"For false Christs and false prophets shall rise, and shall shew signs and wonders, to seduce, if it were possible, even the elect."
Mark,13,23,"But take ye heed: behold, I have foretold you all things."
Mark,13,24,"But in those days, after that tribulation, the sun shall be darkened, and the moon shall not give her light,"
Mark,13,25,"And the stars of heaven shall fall, and the powers that are in heaven shall be shaken."
Mark,13,26,And then shall they see the Son of man coming in the clouds with great power and glory.
Mark,13,27,"And then shall he send his angels, and shall gather together his elect from the four winds, from the uttermost part of the earth to the uttermost part of heaven."
Mark,13,28,"Now learn a parable of the fig tree; When her branch is yet tender, and putteth forth leaves, ye know that summer is near:"
Mark,13,29,"So ye in like manner, when ye shall see these things come to pass, know that it is nigh, even at the doors."
Mark,13,30,"Verily I say unto you, that this generation shall not pass, till all these things be done."
Mark,13,31,Heaven and earth shall pass away: but my words shall not pass away.
Mark,13,32,"But of that day and that hour knoweth no man, no, not the angels which are in heaven, neither the Son, but the Father."
Mark,13,33,"Take ye heed, watch and pray: for ye know not when the time is."
Mark,13,34,"For the Son of Man is as a man taking a far journey, who left his house, and gave authority to his servants, and to every man his work, and commanded the porter to watch."
Mark,13,35,"Watch ye therefore: for ye know not when the master of the house cometh, at even, or at midnight, or at the cockcrowing, or in the morning:"
Mark,13,36,Lest coming suddenly he find you sleeping.
Mark,13,37,"And what I say unto you I say unto all, Watch."
Mark,14,6,"Let her alone; why trouble ye her? she hath wrought a good work on me."
Mark,14,7,"For ye have the poor with you always, and whensoever ye will ye may do them good: but me ye have not always."
Mark,14,8,She hath done what she could: she is come aforehand to anoint my body to the burying.
Mark,14,9,"Verily I say unto you, Wheresoever this gospel shall be preached throughout the whole world, this also that she hath done shall be spoken of for a memorial of her."
Mark,14,13,"Go ye into the city, and there shall meet you a man bearing a pitcher of water: follow him."
Mark,14,14,"And wheresoever he shall go in, say ye to the goodman of the house, The Master saith, Where is the guestchamber, where I shall eat the passover with my disciples?"
Mark,14,15,And he will shew you a large upper room furnished and prepared: there make ready for us.
Mark,14,18,"Verily I say unto you, One of you which eateth with me shall betray me."
Mark,14,20,"It is one of the twelve, that dippeth with me in the dish."
Mark,14,21,"The Son of man indeed goeth, as it is written of him: but woe to that man by whom the Son of man is betrayed! good were it for that man if he had never been born."
Mark,14,22,"Take, eat: this is my body."
Mark,14,24,"And he said unto them, This is my blood of the new testament, which is shed for many."
Mark,14,25,"Verily I say unto you, I will drink no more of the fruit of the vine, until that day that I drink it new in the kingdom of God."
Mark,14,27,"All ye shall be offended because of me this night: for it is written, I will smite the shepherd, and the sheep shall be scattered."
Mark,14,28,"But after that I am risen, I will go before you into Galilee."
Mark,14,30,"Verily I say unto thee, That this day, even in this night, before the cock crow twice, thou shalt deny me thrice."
Mark,14,32,"Sit ye here, while I shall pray."
Mark,14,34,"My soul is exceeding sorrowful unto death: tarry ye here, and watch."
Mark,14,36,"Abba, Father, all things are possible unto thee; take away this cup from me: nevertheless not what I will, but what thou wilt."
Mark,14,37,"Simon, sleepest thou? couldest not thou watch one hour?"
Mark,14,38,"Watch ye and pray, lest ye enter into temptation. The spirit truly is ready, but the flesh is weak."
Mark,14,41,"Sleep on now, and take your rest: it is enough, the hour is come; behold, the Son of man is betrayed into the hands of sinners."
Mark,14,42,"Rise up, let us go; lo, he that betrayeth me is at hand."
Mark,14,48,"Are ye come out, as against a thief, with swords and with staves to take me?"
Mark,14,49,"I was daily with you in the temple teaching, and ye took me not: but the scriptures must be fulfilled."
Mark,14,62,"I am: and ye shall see the Son of man sitting on the right hand of power, and coming in the clouds of heaven."
Mark,14,72,"Before the cock crow twice, thou shalt deny me thrice."
Mark,15,2,"Thou sayest it."
Mark,15,34,"My God, my God, why hast thou forsaken me?"
Mark,16,15,"Go ye into all the world, and preach the gospel to every creature."
Mark,16,16,He that believeth and is baptized shall be saved; but he that believeth not shall be damned.
Mark,16,17,And these signs shall follow them that believe; In my name shall they cast out devils; they shall speak with new tongues;
Mark,16,18,"They shall take up serpents; and if they drink any deadly thing, it shall not hurt them; they shall lay hands on the sick, and they shall recover."
